TOT_POP,0-9,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Asian-alone pop,Hawaiian/Pacific Islander-alone pop,POP_ESTIMATE_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Family Medicine/General Practice Primary Care (2019),ICU Beds_x,Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
13632,2605,2078,2114,1431,1517,1160,476,289,11442,140,14,13632,625,2191,2800,1240,8962,8812,150,10.52785968,0,11679,1663,9340,4054,3372,538,830,231,556
9541,1195,919,1027,1010,1255,1585,986,525,8602,30,6,9541,572,2373,2591,867,4795,4635,160,7.368420568,0,9607,2983,7471,3325,2637,562,905,250,660
8267,1076,796,987,832,1291,1224,654,437,7806,50,7,8267,443,1635,2655,585,3969,3802,167,6.384522884,0,8637,2209,6363,2989,2392,428,702,193,506
31095,4226,4155,4519,3536,3875,3720,2012,1550,28816,141,22,31095,1800,6540,7404,2468,16169,15641,528,24.01436302,0,30059,6275,23903,10130,7553,1491,2362,662,1641
10218,1664,1638,1395,1179,1225,1075,499,239,6665,31,4,10218,581,2048,2486,1055,7078,6966,112,7.891261017,0,9986,1616,7475,3505,2796,478,812,204,493
2869,301,245,274,263,439,489,321,237,2731,7,1,2869,183,681,840,301,1425,1377,48,2.215700515,0,2971,1067,2315,1154,887,182,297,84,222
1952,269,145,218,185,274,336,176,89,1854,5,1,1952,135,415,516,198,873,837,36,1.507510423,0,1822,608,1461,710,539,111,178,48,130
6947,793,622,912,675,956,1134,597,488,6484,30,1,6947,583,1676,1808,697,3375,3242,133,5.365099852,0,7050,2133,5501,2614,1964,411,671,182,480
4081,513,425,408,433,540,582,376,329,3798,4,0,4081,243,1066,1125,447,1794,1737,57,3.151716208,0,4272,1309,3166,1629,1263,255,393,114,303
11481,1588,1365,1274,1157,1566,1525,930,663,9721,73,3,11481,643,2275,2894,1361,5649,5488,161,8.866663509,0,11574,2909,8762,4296,3540,610,1042,279,718
5237,628,550,533,615,753,711,394,380,5022,54,1,5237,281,1497,1298,440,2840,2785,55,4.044483651,0,5411,1514,4057,1839,1440,289,466,128,340
2374,292,236,261,254,372,330,183,154,2297,9,7,2374,104,591,740,191,1227,1197,30,1.833416878,0,2543,613,1836,810,606,131,207,58,152
16239,2007,2476,1786,1503,2086,2093,1095,913,15207,99,8,16239,993,2909,4390,1781,8730,8500,230,12.54122017,0,16333,3866,12680,5420,4362,813,1308,365,924
14301,2743,1752,1664,1462,1709,1424,701,361,2624,26,1,14301,1143,2092,3419,3504,4691,4249,442,11.04452181,0,14657,2206,9444,5591,4259,1005,1729,411,976
3870,449,452,409,426,560,566,375,210,3640,30,6,3870,234,1038,1058,296,2538,2490,48,2.988762981,0,3883,1148,3067,1401,1092,208,341,92,247
1349,142,99,119,112,195,209,182,159,1297,4,1,1349,158,410,408,223,687,655,32,1.041819447,0,1403,498,1093,572,379,108,166,48,132
4358,870,590,532,456,539,294,152,78,597,8,1,4358,380,762,843,1408,1250,1199,51,3.365640586,0,4420,542,2805,1573,1198,314,511,122,290
763,91,69,78,64,125,133,66,56,728,0,0,763,56,146,181,97,399,390,9,0.589257404,0,674,232,608,270,207,43,69,20,52
30997,5027,4559,4833,3130,3617,2943,1564,1410,28340,503,22,30997,1646,6620,7207,2486,18051,17611,440,23.93867858,4,30316,5319,22642,9918,8672,1312,1973,581,1422
1903,245,210,174,187,268,309,199,110,1840,5,0,1903,51,406,552,148,1001,981,20,1.469668205,0,1915,604,1489,678,512,96,164,46,119
20917,2301,2937,2526,2269,2821,2887,1502,1179,19599,188,21,20917,1292,5017,4770,2203,10536,10272,264,16.15399361,6,21058,5310,16727,7243,5754,1152,1706,503,1294
2192,260,176,209,193,359,370,209,182,2030,3,0,2192,132,531,687,200,1196,1165,31,1.692860065,0,2258,735,1729,828,624,152,239,67,179
8037,995,935,882,882,1113,1025,610,513,7633,48,2,8037,396,1382,2183,630,4444,4327,117,6.206896143,0,8050,2056,6201,2809,2232,388,653,183,463
10667,1380,1154,1105,1127,1533,1484,927,685,10078,122,4,10667,1081,2595,2692,1147,5328,5160,168,8.238019306,0,10920,2923,8246,3842,3043,645,1043,287,754
67744,9630,13669,10088,6963,7053,6122,3453,2539,59377,1235,123,67744,2854,13459,14741,7057,32013,31093,920,52.31802567,19,69628,11458,51780,22233,18071,2676,4312,1220,2981
3957,472,322,369,347,600,603,444,372,3837,11,5,3957,450,1025,860,442,2017,1956,61,3.055952226,0,4089,1423,3125,1519,1069,253,405,114,312
35350,6291,5818,5744,3867,3877,2948,1278,944,30517,364,60,35350,1716,5736,8860,2265,23910,23442,468,27.30045772,0,32916,4852,25215,10864,9783,1298,2160,567,1394
27724,3428,3056,2955,3599,3916,3656,2217,1102,26926,100,4,27724,3942,8258,4285,5382,10851,10084,767,12.82147976,0,27926,6379,21133,11486,8326,2794,3291,810,2245
102663,12743,13849,11875,11714,13423,12866,7448,4742,85398,809,24,102663,7192,26653,22997,13901,47855,45708,2147,47.47841497,62,104157,24080,78996,37247,28992,7559,10254,2575,6669
53745,6398,7033,5892,6000,6977,6952,4355,2546,51998,391,40,53745,4033,15148,8770,5308,26004,24813,1191,24.85537547,6,53299,12790,41647,20250,15368,4106,5107,1306,3533
97493,11405,11302,10875,11740,14043,13434,8064,4457,90639,499,44,97493,9608,30434,18792,16353,44247,41917,2330,45.08745225,19,98622,25127,75972,37964,28414,8944,10983,2737,7585
65818,5093,16446,7345,6426,7045,6820,3665,1840,59795,31,20,65818,3827,12773,9148,17237,27741,26141,1600,30.43875901,0,65563,11147,56250,23618,18788,4928,5801,1553,3885
45804,5958,5304,5197,5299,6323,5897,3415,2311,44586,266,32,45804,2110,13513,9455,3132,24540,23730,810,21.18291224,6,45778,10738,34758,15202,11992,3118,4079,1028,2783
67505,6821,8271,8123,8120,9572,9994,5723,3710,63083,315,13,67505,4832,21588,15921,8272,30588,28914,1674,31.21894356,15,68889,18587,54736,27678,19760,5543,7504,1802,4985
43602,5216,4902,4925,5538,6329,5654,3507,1877,42358,131,11,43602,3814,13953,8213,5064,19478,18434,1044,20.16455636,0,43799,10056,33658,16535,12723,3597,4476,1107,3041
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,176.8378224,74,375702,73222,292648,122068,97159,23704,32229,8088,20228
27081,2845,2762,2812,3263,4090,3999,2542,1358,26305,124,3,27081,2233,9458,5370,3431,13091,12403,688,12.52411244,0,27825,7474,21386,11430,8683,2341,2946,732,2063
38754,4352,4687,4237,4861,5678,4940,3183,1649,36696,193,16,38754,2501,12720,7548,3809,19762,19003,759,17.92250853,0,39005,9346,30175,14809,11285,2977,3764,939,2560
134585,16091,16541,15003,15507,18218,17667,11210,296,116962,987,98,134585,11551,516,29653,19467,62963,60093,2870,62.24133795,38,135520,33970,104464,51283,40428,11001,14498,3597,9400
14523,331,374,532,389,1635,488,246,296,2795,31,96,14523,396,516,563,16745,2693,1126,31,95.02157554,16,202166,43133,158136,77202,56613,13628,19002,4489,11684
42057,5147,5287,4897,5018,5774,5411,3101,1687,39826,223,26,42057,3236,11146,8473,4802,17507,16587,920,19.45004235,6,41869,9347,32367,16502,12882,3195,3962,1001,2699
102665,11097,11478,11677,12591,14845,15005,8990,5156,97858,356,41,102665,9076,33589,20811,14938,47087,44651,2436,47.4793399,20,104584,27542,81792,41493,31245,9070,11540,2805,7875
36629,4744,4108,4184,4143,4987,4894,3065,1819,35410,131,14,36629,3979,12229,5899,5559,14392,13506,886,16.93976274,7,36602,9240,27944,13376,10255,3367,3870,1004,2789
41550,4826,4777,4409,5139,5706,5675,3752,2267,40177,249,45,41550,2872,13518,8780,5688,18330,17378,952,19.21557077,9,42231,11322,32582,16824,12251,3594,4543,1127,3189
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,575.2448185,680,1257401,297844,985975,445409,344105,86130,130681,34175,79547
51323,6404,5644,5548,5971,7198,6627,4431,2605,49983,239,24,51323,3294,17172,9688,4800,25814,24803,1011,23.7352765,6,51919,13217,39189,20021,15245,4022,5203,1277,3505
38165,4558,4640,4588,4462,4823,5051,3098,1732,36393,196,15,38165,2072,11388,8119,3372,18126,17325,801,17.65011452,8,38311,9084,29432,15439,12214,2699,3618,894,2390
14523,331,19262,532,389,1635,488,12259,5888,2795,31,104,14523,4222,24222,30233,8271,2693,1126,31,94.72559563,6,193024,34052,151008,60607,49380,8901,14149,3478,8404
74615,7933,8891,8061,8326,10543,10982,7145,4106,64735,598,56,74615,4331,20267,16821,7769,37757,35641,2116,34.50709538,18,75369,20550,59541,28577,22030,5713,8021,1994,5273
14523,331,18410,532,389,1635,17746,10957,5586,2795,31,76,14523,7872,516,32438,14172,2693,1126,31,72.04428509,20,151526,31843,118380,57634,43919,9798,13687,3365,8627
28666,3590,3388,3358,3660,3937,3621,2290,1102,26982,261,10,28666,2713,9238,4450,4227,14079,13497,582,13.25712519,6,28659,6536,21973,12215,8701,2444,2949,731,1969
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,605.9726204,449,1253507,205767,1005657,392670,303708,69369,113626,26580,60329
42276,5225,4940,4841,5078,5889,5631,3087,1872,40942,188,22,42276,2527,11842,9327,3303,22228,21247,981,19.55132298,7,42296,9768,32341,15360,12160,2985,3930,981,2615
29979,3709,3574,3381,3594,4029,3980,2502,1385,28269,213,106,29979,3769,8427,5353,6407,12102,11361,741,13.86434648,14,30203,7248,23182,13108,8832,2788,3361,840,2276
94031,10492,9894,8739,10920,14350,13383,8403,4617,91122,625,18,94031,6077,16085,17486,5341,48790,46676,2114,43.48638592,12,93895,23672,72535,31720,24444,6134,8456,2171,5699
14523,331,374,532,18342,1635,488,12336,296,2795,31,162,14523,7391,27141,563,18567,2693,1126,31,77.69241423,20,164825,36821,133324,55089,42530,10057,14599,3692,9308
39022,4637,4660,4351,4560,5516,5347,3310,1814,37326,161,19,39022,3865,12071,7575,7232,18655,17623,1032,18.04645012,11,39414,10004,30385,16014,11425,3562,4317,1077,2985
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,377.6907147,297,808703,169087,629137,279927,213277,48978,80604,18983,46814
75930,9173,10179,9543,8866,10244,9151,5603,3372,71251,1492,15,75930,3999,18696,15157,7370,41318,39908,1410,35.1152416,34,75508,16816,59075,27454,22567,4994,6688,1699,4447
31480,3952,5115,3257,3577,3884,3568,2210,1208,30368,213,19,31480,2022,9283,4689,4327,14002,13391,611,14.55851186,0,31576,6608,24162,11842,9278,2360,2926,729,1945
15174,1627,1573,1562,1736,2286,2371,1389,768,14541,32,2,15174,1568,5311,3025,2285,6875,6514,361,7.017498697,0,15397,4297,11991,6515,5000,1440,1767,437,1235
27086,3302,3081,3107,3271,3690,3582,2073,1396,26279,143,4,27086,1302,8109,5971,2865,13272,12617,655,12.52642479,5,27463,6575,20800,9331,7218,1885,2510,633,1713
43058,5464,4867,4875,5326,5822,5563,3497,1898,41279,171,14,43058,4631,13285,7687,6550,17038,16093,945,19.91297343,0,43031,10469,32789,17047,12657,3933,4787,1167,3245
28385,3280,3204,3099,3570,4111,3847,2473,1209,27565,101,11,28385,2063,8966,6033,3944,13112,12449,663,13.12717151,4,28547,7036,22137,11730,8368,2372,2985,735,2093
43892,7327,6178,4940,4733,4835,4249,2486,1581,43281,92,19,43892,10761,8426,3934,4054,20592,19919,673,20.29867225,4,43808,7689,30256,12920,9531,3459,3558,937,2593
58504,7475,7135,6697,7070,8159,7389,4301,2336,56217,228,25,58504,4628,18335,11045,6376,27814,26173,1641,27.05626359,12,58497,13292,44418,21828,16968,4670,5519,1424,3907
32384,4190,3851,3945,4024,4310,4210,2445,1215,31362,110,14,32384,3416,9252,6070,5350,12727,11892,835,14.97658348,4,32624,7195,24732,14644,10808,2850,3640,857,2308
65767,6626,8258,6739,7563,9281,9906,6002,3552,60265,330,22,65767,4593,20628,15023,12052,27538,25793,1745,30.41517311,20,67349,18775,53171,29414,21056,5761,7597,1886,5190
61893,7547,8272,6640,6938,8148,7972,4882,2675,59821,379,21,61893,3733,15990,11156,8039,31155,29802,1353,28.62356971,12,60945,14197,47832,22721,16646,4450,5658,1457,3945
14523,331,374,532,389,1635,488,246,296,2795,31,61,14523,396,516,563,16970,2693,1126,31,106.6054893,27,229701,58488,184305,83379,63954,15605,21705,5514,14174
59866,6850,7025,7108,7679,8381,7752,5118,2609,57179,282,10,59866,5755,18549,12190,11093,23690,22355,1335,27.68614584,0,61057,14970,46857,25732,18509,5499,6751,1658,4523
14523,331,374,532,389,1635,488,246,6358,2795,31,92,14523,10209,516,563,15591,2693,1126,31,81.28764521,38,170678,36737,135036,57814,45642,11789,15579,3938,10162
45358,5425,5205,5164,5445,6545,6167,3570,1816,42951,381,22,45358,2705,15215,8176,5095,23070,22211,859,20.97665124,6,45323,11070,34938,16838,12438,3529,4445,1101,2975
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,143.1159987,75,305405,71677,241295,110292,84936,21680,33089,7691,20163
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,198.8147932,251,433404,92861,331337,159044,123589,31559,41730,10926,26853
44413,4770,5556,6292,6404,6439,4990,3076,1595,40024,641,12,44413,4071,13026,8966,4215,20584,19806,778,20.5396184,13,43732,8744,35296,16500,11859,3174,4152,1009,2669
14523,331,374,532,389,1635,488,246,296,2795,31,125,14523,396,516,563,502,2693,1126,31,106.2022167,67,231857,62316,183650,97916,65379,18372,27287,6553,17216
65256,7630,8613,8211,8341,9067,8247,4962,2838,58981,404,53,65256,5750,20094,14408,9772,28395,27139,1256,30.17885165,15,65483,15039,51585,28434,20376,5567,6928,1720,4843
14523,331,18863,532,389,1635,488,246,296,2795,31,42,14523,6282,516,563,11474,2693,1126,31,82.84940171,12,176362,40244,139159,54548,41887,10680,14667,3772,9713
23106,2538,2400,2668,2884,3385,3322,1938,1100,22471,54,3,23106,2855,6919,4665,4064,8876,8232,644,10.68579972,0,23234,5978,18174,10059,6797,2321,2790,684,1911
40959,5890,4788,4656,4373,5422,5331,2938,1984,39641,209,0,40959,2249,12548,7672,3066,23528,22879,649,18.94225182,5,40723,9546,30428,13722,10650,2798,3637,918,2502
106222,13015,11861,13071,13134,14559,13516,8850,4673,99356,1889,35,106222,7121,26778,22438,8329,53197,51115,2082,49.12434075,10,104081,25472,81833,36363,26514,7555,9590,2511,6633
13790,1487,1370,1469,1605,1993,2075,1435,782,13467,24,2,13790,1214,5325,2453,1917,5169,4766,403,6.37744214,0,14239,4128,10994,5600,4068,1336,1648,412,1195
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,246.1863779,196,531987,124285,414788,207524,150568,38375,55932,13765,34842
14604,1550,1542,1614,1713,2141,2114,1292,814,13521,23,1,14604,1413,4761,3085,2443,6676,6273,403,6.753891589,0,14773,4162,11544,6606,4525,1516,1789,455,1308
35112,3944,3673,4024,4696,5206,4696,2622,1393,34143,139,11,35112,3200,10639,6821,4106,16734,15974,760,16.23819785,3,34935,8133,27099,13472,10325,2800,3497,839,2270
86183,10559,11282,10039,10277,11748,10932,6600,3830,79549,494,24,86183,7410,24568,17351,13996,39379,37287,2092,39.85693226,48,85933,20112,66725,33307,24755,7237,8370,2208,6026
14354,1430,1294,1272,1265,2011,2876,1881,903,13715,42,3,14354,1644,5422,2844,2109,4743,4425,318,6.638274436,0,14498,4882,11720,6363,4524,1463,1956,473,1453
40769,3757,3896,4038,4476,6189,6919,4550,2352,39549,154,18,40769,2418,10747,10340,3807,20986,19663,1323,18.85438278,4,40769,12744,33197,16320,12250,3290,4440,1141,3154
18760,2212,2049,2161,2223,2692,2505,1518,801,18087,63,6,18760,1397,6361,3444,1922,8708,8350,358,8.675911134,0,18951,4622,14361,7092,5314,1406,1816,447,1217
36033,4473,4214,4272,4539,5203,4693,2644,1237,35106,65,13,36033,3501,10995,6991,5846,15880,14996,884,16.66413144,0,35983,8197,27590,14485,10815,3132,3560,908,2522
58086,6504,7791,7614,8053,7952,6594,4026,2186,54427,295,19,58086,5081,16315,11011,6413,26268,25145,1123,26.86295171,8,57075,11657,45640,21940,17024,4178,5350,1303,3462
28067,3459,3283,3099,3568,3970,3493,2171,1251,26895,102,22,28067,3678,7834,5193,5648,10817,10109,708,12.98010649,0,28291,6786,21454,11988,8796,2592,3148,772,2102
14523,15530,374,17349,18286,1635,488,11707,6028,2795,31,77,14523,8264,516,28447,17564,2693,1126,31,75.34862331,16,162080,34412,132396,54031,39057,10882,13788,3642,9644
40997,4619,4396,4685,5061,5908,5638,3422,1803,39757,255,6,40997,3041,12513,8582,3936,21138,20275,863,18.95982563,0,41328,9917,31823,16028,11775,3181,3944,1011,2777
33780,4761,3753,3880,3752,4723,4346,2360,1619,33117,87,6,33780,1528,9565,6882,1835,18615,17988,627,15.62218966,0,34037,7762,25173,10585,8282,2134,2740,721,1940
121099,14088,15391,14415,14357,16037,15672,10039,6320,105494,1005,60,121099,11178,33722,24708,16416,52743,50160,2583,56.00448627,37,121533,30674,94936,45319,36266,9788,12868,3233,8619
76931,8552,9445,9674,10480,11189,9689,5692,2890,69760,430,24,76931,7216,22986,15049,13099,34678,33100,1578,35.57817268,12,77125,16764,60660,32048,24567,6572,8456,2046,5397
58799,6808,6673,6886,7020,8351,8037,4652,2791,54891,252,10,58799,3993,17290,13056,5769,30748,29352,1396,27.19269183,18,59559,14131,45680,19849,15851,4478,5931,1490,3987
75502,8758,9723,9039,9434,9934,9682,5868,3552,71325,306,13,75502,8026,22172,14712,16288,28964,27007,1957,34.91730503,16,76871,17977,59168,32638,23726,7463,8669,2130,5930
55207,6163,7215,6269,6301,7348,7322,4116,2554,51888,431,27,55207,3283,17094,11084,6372,27129,25936,1193,25.53150458,9,55549,13111,43106,21826,16725,4194,5699,1374,3608
48627,6360,5843,5456,5794,6913,5987,3404,1994,45708,592,61,48627,3208,13771,9767,4293,23906,23007,899,22.48846113,7,48902,10525,36550,17659,12464,3420,4309,1089,2973
14523,331,374,532,389,1635,488,246,296,2795,31,154,14523,396,516,563,502,2693,1126,31,171.8413115,128,374273,94437,291890,140989,111502,28058,38121,9364,24483
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,250.6200645,170,541318,126698,428690,196517,141896,37203,54137,13394,33444
14523,331,374,532,389,1635,488,246,296,2795,1102,57,14523,396,516,563,502,2693,1126,31,91.85875271,42,203341,55450,157839,80615,58874,17367,21283,5660,14942
92176,11474,10630,10692,10739,12444,12252,7537,4850,88956,404,0,92176,9061,29307,15602,11107,44390,42360,2030,42.62850665,38,92531,23202,71116,31621,25104,7303,9214,2336,6260
57835,7539,7035,8270,8705,7934,5633,3098,1541,52479,31,24,57835,2781,12750,9498,2724,28329,27349,980,26.74687209,7,54688,8714,43524,19370,15973,3149,4132,1047,2643
28281,3496,3351,3247,3316,3809,3664,2283,1423,27388,92,4,28281,1736,8923,5557,2344,14362,13856,506,13.07907478,5,28262,6946,21690,10569,8242,2129,2728,690,1869
13139,1467,1518,1446,1727,1974,1787,1034,500,12769,29,0,13139,1850,4232,2020,2474,5454,5114,340,6.076375074,0,13142,2934,10263,5857,4259,1330,1483,379,1072
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,9904,516,563,11709,2693,1126,31,107.3727247,57,223868,42520,174903,71592,51247,11801,17248,4344,10922
60155,6194,7238,6684,7046,8491,8623,5601,3095,57728,458,14,60155,3917,18030,12930,9251,27011,25489,1522,27.81979927,11,60871,16090,48311,22660,16571,5094,6536,1627,4550
115967,15330,14842,13100,12961,15016,14368,8820,5283,110402,1291,46,115967,10710,30089,18829,10496,60780,58582,2198,53.63109736,14,115915,26488,87877,41701,31636,8539,10294,2725,7211
36804,4367,4234,4317,4285,5129,4825,2999,1804,35558,206,11,36804,2686,11117,7949,3482,18898,18214,684,17.02069474,7,37061,9106,28419,13840,10146,2841,3736,920,2505
130696,14289,374,14846,14576,15431,14829,8323,4885,121699,31,57,130696,4755,24954,23986,14733,70361,67518,2843,60.44279753,10,129504,25640,104054,43470,34650,7884,10901,2744,6897
21935,2575,2382,2628,2662,3025,2849,1802,1173,21367,172,7,21935,1402,7086,4426,1723,12693,12283,410,10.14424897,5,22190,5467,16978,7746,5806,1697,2173,547,1489
22082,3194,2757,2529,2693,2940,2407,1620,743,9339,177,16,22082,2837,6539,3313,5372,8151,7811,340,12.65643422,0,22136,4650,16213,9666,6696,2244,3014,732,1982
5754,654,527,778,853,823,742,454,337,5058,22,8,5754,568,1681,1186,714,2940,2876,64,3.297940518,0,5877,1503,4623,2230,1692,399,576,149,419
13838,1716,1704,1726,1610,1737,1743,1281,637,10129,93,5,13838,1681,3934,2622,2707,5121,4910,211,7.931334878,0,13899,3468,10729,5828,4131,1219,1618,419,1167
5319,685,522,585,596,705,640,455,294,4959,24,2,5319,573,1306,1034,588,2958,2898,60,3.04861759,0,5445,1333,3942,1816,1352,368,534,139,379
21709,3022,3170,3196,2553,2586,2364,1216,841,19127,235,3,21709,1935,5729,4671,3202,11352,11056,296,12.44264698,6,22971,4406,16392,7932,6180,1398,1954,499,1318
9485,1390,964,993,1014,1262,1267,798,488,7624,34,6,9485,1232,2428,2217,1493,4428,4338,90,5.436386134,0,9680,2357,7010,3418,2538,746,1026,268,723
47192,6161,6628,6040,5319,5509,5345,3902,2015,35423,257,23,47192,4273,9782,9522,7604,21001,20343,658,27.04838528,8,45068,10589,36138,17626,12684,3587,4770,1264,3411
28977,4065,3725,3688,3302,3651,3213,2195,1226,18725,138,27,28977,2819,7747,5705,5239,12201,11766,435,16.60834591,0,29437,6475,21692,11471,8243,2224,3283,802,2124
144447,331,17833,532,389,17273,14480,8337,3992,120521,31,160,144447,6955,26595,32516,10336,2693,1126,2003,82.79068718,8,132922,23558,106676,43194,33176,7404,10661,2758,6953
48177,6540,5985,5935,5820,6077,5619,3530,2010,36115,651,31,48177,4046,11696,9770,8335,22149,21371,778,27.6129441,13,48407,10584,36102,18559,13177,3425,4875,1217,3208
